"Empresa","NIPC","Estatuto","Estado_Empresa","Tipo_Empresa","Capital_Social","Data_Registro","CAE","Area_de_atividade","Localizacao","Morada","Codigo_Postal","Email","Telemovel","Website","SEO"
"Ledovox, Lda","513468480","StartUp","Active","LDA","50000.00€","26/02/2024","62010","Actividades de programação informática","Lisboa,Lisboa,São João da Madeira","Rua do Heroísmo, Nº283, Fracção D","4300-096","Não Fornecido","220980140","www.infraspeak.com","infraspeak-s-a"
"Benvi Tecnologia Portugal Lda","514244127","StartUp","Active","SA","5000.00€","18/09/2019","62010","Actividades de programação informática","Coimbra,Coimbra,Paranhos","Rua da Carvalha, Nº 570 Aldeamento Santa Clara","2400-441","Não Fornecido","Não Fornecido","Não Fornecido","glartek-technology-solutions-s-a"
"Tuu - Building Design Management, S.a","516184814","StartUp","Active","LDA","500.00€","08/04/2025","62010","Actividades de programação informática","Porto,Porto,Santa Maria Maior","Avenida António Augusto de Aguiar, Nº 122, 7º","1050-019","Não Fornecido","Não Fornecido","Não Fornecido","pandadoc-pt-unipessoal-lda"
"Topics Chat Portugal, Lda","516123343","StartUp","Active","LDA","10000.00€","11/08/2023","62010","Actividades de programação informática","Viana do Castelo,Ponte de Lima,Santa Cruz do Bispo","Campus da Penteada - Startup Madeira, S/N","9020-105","Não Fornecido","Não Fornecido","Não Fornecido","footar-s-a"
"Bms, Lda","516099043","StartUp","Active","LDA","500.00€","06/04/2022","62010","Actividades de programação informática","Aveiro,São João da Madeira,Santo Estevão","Av. Cáceres Monteiro 10, Piso 6","1495-192","Não Fornecido","Não Fornecido","Não Fornecido","wiseapproach-s-a"
"Wetrack - Industrial Optimization And Telematics, Lda","517256770","StartUp","Active","LDA","500.00€","21/12/2015","62010","Actividades de programação informática","Porto,Porto,Alvalade","Praça Conde de Agrolongo","4700-312","Não Fornecido","Não Fornecido","Não Fornecido","pluggable-s-a"
"Go Antimicrobial Technologies, Lda","514829281","StartUp","Active","LDA","1000.00€","20/06/2018","62010","Actividades de programação informática","Viana do Castelo,Viana do Castelo,Santa Maria de Belém","Avenida Mestre Lima de Freitas, 10, Loja 4","2910-142","Não Fornecido","Não Fornecido","Não Fornecido","quantum-leap-unipessoal-lda"
"Xarp Reality Labs, Limitada","515617369","StartUp","Active","LDA","100.00€","20/09/2023","62010","Actividades de programação informática","Porto,Matosinhos,Paranhos","Rua dos Bombeiros Voluntários, Nº 129, Escritório 1","2645-030","Não Fornecido","Não Fornecido","Não Fornecido","maindata-s-a"
"Kod-Bio, Lda","515079227","StartUp","Active","LDA","130000.00€","26/05/2020","62010","Actividades de programação informática","Lisboa,Lisboa,Leça da Palmeira","Pite, Rua Circular Norte, Edifício Nere, S/N","7005-841","Não Fornecido","Não Fornecido","Não Fornecido","citycheck-consulting-lda"
"Eleos Life, Lda","518105946","StartUp","Active","LDA","5000.00€","29/06/2023","62010","Actividades de programação informática","Lisboa,Lisboa,Paranhos","Rua dos Sapateiros, 39, 3º Dto","1100-576","Não Fornecido","Não Fornecido","Não Fornecido","upflex-europe-unipessoal-lda"
"Starkdata - Consultoria e Serviços Lda","514507250","StartUp","Active","LDA","10000.00€","28/04/2016","62010","Actividades de programação informática","Lisboa,Lisboa,São Felix da Marinha","Rua da Senhora de Mércules, Lote 8, Loja 2","6000-280","Não Fornecido","Não Fornecido","Não Fornecido","senseidata-s-a"
"Proofmarked, Lda","515244910","StartUp","Active","UNI","11000.00€","04/11/2019","62010","Actividades de programação informática","Lisboa,Lisboa,Ericeira","Rua Alfredo Allen Nº 455/461, 3.16","4200-135","Não Fornecido","Não Fornecido","Não Fornecido","horizonperspective-s-a"
"Swarmcompute, Unipessoal Lda","513369686","StartUp","Active","LDA","200.00€","12/10/2023","62010","Actividades de programação informática","Porto,Porto,São Bartolomeu Galegos","Centro de Negócios Ideia Atlântico, Rua Padres Carmelitas, Cx 186","4719-005","info@peekmed.com","Não Fornecido","Não Fornecido","peek-health-s-a"
"Nilg.ai, Lda","517865904","StartUp","Active","LDA","10000.00€","19/07/2017","62010","Actividades de programação informática","Porto,Matosinhos,São Paio de Gramaços","Rua Dr. Santos Rocha, Nº 49, 3º Andar","3030-206","Não Fornecido","Não Fornecido","Não Fornecido","silva-e-pappas-lda"
"Ayr Neutral, Lda","513341706","StartUp","Active","LDA","25000.00€","17/05/2023","62010","Actividades de programação informática","Porto,Porto,Alcabideche","Rua dos Remolares, Nº 14. 3º","1200-371","Não Fornecido","Não Fornecido","Não Fornecido","lean-stack-worldwide-s-a"
"Invisible Cloud - Investigação e Consultoria Informática, Lda","517204347","StartUp","Active","LDA","10000.00€","19/02/2025","62010","Actividades de programação informática","Porto,Vila Nova de Gaia,Parceiros","En101, Avenida Barros e Soares, N.º 423","4715-214","Não Fornecido","Não Fornecido","Não Fornecido","wolf-smart-industries-lda"
"Visual Thinking - Digital Organization, Lda","516545329","StartUp","Active","UNI","10200.00€","08/09/2023","62010","Actividades de programação informática","Lisboa,Mafra,Santa Maria","Rua Tenente Coronel Sarmento, N.º 51, Bloco B, R/C F","9000-032","Não Fornecido","Não Fornecido","Não Fornecido","kbai-research-unipessoal-lda"
"Latest Call, Unipessoal Lda","513529330","StartUp","Active","LDA","5000.00€","16/06/2023","62010","Actividades de programação informática","Lisboa,Lourinhã,Santo António dos Olivais","Calçada de Santo António, Nº 2","3030-396","Não Fornecido","Não Fornecido","Não Fornecido","moviinn-worldwide-community-lda"
"Empreendimentos J.carmelino, Lda","516406205","StartUp","Active","LDA","100000.00€","22/01/2025","62010","Actividades de programação informática","Coimbra,Oliveira do Hospital,Vale Covo","Rua do Breijinho, Nº 4, 2º Dtº","2135-099","Não Fornecido","Não Fornecido","Não Fornecido","akurateco-lab-informatica-unipessoal-lda"
"Quantumnova, Lda","516583824","StartUp","Active","UNI","5000.00€","06/06/2024","62010","Actividades de programação informática","Lisboa,Cascais,Lordelo do Ouro","Rua General Torres, Nº 551","4430-109","Não Fornecido","Não Fornecido","Não Fornecido","worlds4education-jogos-e-ambientes-educativos-lda"
"Leitek Innovative Solutions, Unipessoal Lda","516159666","StartUp","Active","UNI","7000.00€","05/07/2024","62010","Actividades de programação informática","Leiria,Leiria,São Martinho","Praça do Município, Nº 68, 1º","4700-435","Não Fornecido","Não Fornecido","Não Fornecido","exeedme-lda"
"Bht, Unipessoal Lda","516517023","StartUp","Active","UNI","2000.00€","11/06/2024","62010","Actividades de programação informática","Bragança,Bragança,Parceiros","Praça do Municipio, Nº 68, 1º","4700-435","Não Fornecido","Não Fornecido","Não Fornecido","dotmovs-lda"
"Ednu.ai, Unipessoal Lda","515983721","StartUp","Active","LDA","1000.00€","30/01/2025","62010","Actividades de programação informática","Coimbra,Coimbra,Barcelos","Pci Creative Science Park Aveiro Region Via do Conhecimento, Edifício Central","3830-352","Não Fornecido","Não Fornecido","Não Fornecido","nevarotech-lda"
"Teromovigo - Earth Innovation, Lda","515960357","StartUp","Active","LDA","2.00€","31/03/2022","62010","Actividades de programação informática","Leiria,Bombarral,Monte Abraão","Parque de Ciência e Inovação - Edifício Central, Via do Conhecimento","3830-352","Não Fornecido","Não Fornecido","Não Fornecido","skillaugment-unipessoal-lda"
"Sfverse, Lda","518116794","StartUp","Active","LDA","1.00€","20/08/2019","62010","Actividades de programação informática","Porto,Porto,Oeiras e São Julião Barra","Rua Odette de Saint Maurice, Nº 130, 2º Esqº","2785-716","Não Fornecido","Não Fornecido","Não Fornecido","soulution-insights-lda"
"Magic Pot, Lda","515277690","StartUp","Active","UNI","500.00€","01/02/2022","62010","Actividades de programação informática","Madeira,Funchal,Montijo","Avenida Manuel Violas, N.º 476 , S. Felix da Marinha","4410-137","Não Fornecido","Não Fornecido","Não Fornecido","nemobile-applications-worldwide-unipessoal-lda"
"Unicorn Dimension - Unipessoal Lda","517332337","StartUp","Active","UNI","20000.00€","21/04/2023","62010","Actividades de programação informática","Leiria,Leiria,São Domingos de Rana","Largo Infante Santo, Cies-Centro de Inovação Empresarial de Santarém S/N","2005-246","Não Fornecido","Não Fornecido","Não Fornecido","zumerlink-lda"
"Somatório Celestial Unipessoal Lda","515521698","StartUp","Active","LDA","1000.02€","20/03/2019","62010","Actividades de programação informática","Braga,Barcelos,Silveiras","Rua Pedro Homem de Mello, Nº 55 - Sala 5.08","4150-599","Não Fornecido","Não Fornecido","Não Fornecido","xplr-s-a"
"Hestia Technology, Lda","517866358","StartUp","Active","LDA","1000.00€","03/09/2021","62010","Actividades de programação informática","Lisboa,Sintra,São Pedro","Rua Pedro Nunes, S/N","3030-199","Não Fornecido","Não Fornecido","Não Fornecido","cometa-privilegiado-lda"
"Coverage Labs, Lda","518499308","StartUp","Active","UNI","1000.00€","18/03/2024","62010","Actividades de programação informática","Lisboa,Oeiras,Santo António dos Olivais","Estrada de São Romão, Nº 35, Lourel","2725-202","Não Fornecido","Não Fornecido","Não Fornecido","bytes-vadios-unipessoal-lda"
"Raschgo Minve, Unipessoal Lda","516754211","StartUp","Active","UNI","1000.00€","05/01/2024","62010","Actividades de programação informática","Setúbal,Montijo,São Pedro da Afurada","Rua das Moutadas, Nº 286, Miramar","4405-665","Não Fornecido","Não Fornecido","Não Fornecido","driven-by-improvement-unipessoal-lda"
"Idejets Sociedade Unipessoal Lda","518497119","StartUp","Active","UNI","567000.00€","20/01/2025","62010","Actividades de programação informática","Lisboa,Cascais,São Salvador","Rua Clube Recreativo Ataense, 245, 2º Direito","4510-037","Não Fornecido","Não Fornecido","Não Fornecido","tilect-lda"
"Memotricks, Unipessoal Lda","516334581","StartUp","Active","UNI","5000.00€","18/01/2019","62010","Actividades de programação informática","Évora,Montemor-o-Novo,Paranhos","Rua Pedro Nunes, Instituto Pedro Nunes","3030-199","Não Fornecido","Não Fornecido","Não Fornecido","actif-age-lda"
"Biofab-Zero - Tecnologias Ambientais, Sociedade Unipessoal Lda","517451263","StartUp","Active","LDA","440.00€","13/03/2024","62010","Actividades de programação informática","Faro,Faro,Mina","Rua da Penha de França, Nº 228, 1º Dtº","1170-309","Não Fornecido","Não Fornecido","Não Fornecido","wisecare-technology-europe-lda"
"Luís M. Sousa & Cláudio Sousa, Lda","515500780","StartUp","Active","LDA","69569.42€","14/12/2021","62010","Actividades de programação informática","Coimbra,Coimbra,Paço Vedro de Magalhães","Rua Couto de Cabaços, 1081, Cabaços","4990-565","Não Fornecido","Não Fornecido","Não Fornecido","codigo-inadiavel-programacao-informatica-lda"
"Exois, Lda","514877545","StartUp","Active","SA","10000.00€","07/08/2024","62010","Actividades de programação informática","Porto,Vila Nova de Gaia,Lordelo do Ouro","Rua de Fundões, Nº 151","3700-121","Não Fornecido","Não Fornecido","Não Fornecido","wetrack-industrial-optimization-and-telematics-lda"
"Adeci, S.a","518031870","StartUp","Active","LDA","4000.00€","14/11/2023","62010","Actividades de programação informática","Aveiro,Ílhavo,Parceiros","Rua Mouzinho da Silveira, Nº 32","1250-167","Não Fornecido","Não Fornecido","Não Fornecido","eleos-life-lda"
"Binary Eleven Technologies, Lda","517592541","StartUp","Active","UNI","100.00€","11/01/2023","62010","Actividades de programação informática","Viseu,Viseu,Cruz Quebrada-Dafundo","Zona Industrial, Lote 17-A","3400-060","Não Fornecido","Não Fornecido","Não Fornecido","quantumnova-lda"
"Flainar - Experiências Culturais e Emocionais, Unipessoal Lda","517794977","StartUp","Active","LDA","500.00€","27/02/2025","62010","Actividades de programação informática","Porto,Porto,Mafra","Edifício Brigantia Ecopark, Av. Cidade de León, Nº 506","5300-358","Não Fornecido","Não Fornecido","Não Fornecido","ednu-ai-unipessoal-lda"
"Boost Expertise - Lda","517737230","StartUp","Active","LDA","100.00€","25/04/2020","62010","Actividades de programação informática","Lisboa,Amadora,Pousos","Rua Velha da Ajuda, Nº 83 2º Bh","9000-115","Não Fornecido","Não Fornecido","Não Fornecido","unicorn-dimension-unipessoal-lda"
"Opentelecom - Consulting For Telecoms, Lda","517398990","StartUp","Active","LDA","5000.00€","23/06/2021","62010","Actividades de programação informática","Viana do Castelo,Ponte da Barca,Paranhos","Rua da Carvalha, 570, Parceiros","2400-441","Não Fornecido","Não Fornecido","Não Fornecido","somatorio-celestial-unipessoal-lda"
"Comunidade Ondulante - Lda","516720457","StartUp","Active","LDA","6128.04€","19/12/2024","62010","Actividades de programação informática","Porto,Porto,Santo António dos Olivais","Largo Maria Lamas, N.º 1, 4.º Esq.º","2795-138","Não Fornecido","Não Fornecido","Não Fornecido","tradlinks-international-s-a"
"Nolita, Lda","516924486","StartUp","Active","UNI","96149.25€","04/04/2022","62010","Actividades de programação informática","Leiria,Leiria,Ramalde","Avenida da Boavista, Nº 1679, 6º Piso, Sala 6.1","4100-132","Não Fornecido","Não Fornecido","Não Fornecido","brand-delta-portugal-unipessoal-lda"
"Nodehub, Unipessoal Lda","518452867","StartUp","Active","SA","4000.00€","05/12/2024","62010","Actividades de programação informática","Lisboa,Oeiras,Santo Estevão","Rua da Prata, Nº 80","1100-415","Não Fornecido","Não Fornecido","Não Fornecido","granter-portugal-unipessoal-lda"
"Tradlinks International, S.a","518433692","StartUp","Active","UNI","1000.00€","28/04/2022","62010","Actividades de programação informática","Lisboa,Mafra,Cruz Quebrada-Dafundo","Rua da Prata, N.º 80, 2.º","1100-415","Não Fornecido","Não Fornecido","Não Fornecido","tripnly-lda"
"Primary Link, Sociedade Unipessoal Lda","517009749","StartUp","Active","LDA","10.00€","30/05/2019","62010","Actividades de programação informática","Leiria,Leiria,Lordelo do Ouro","Rua do Esmeraldo, Nº 47, 3º Andar","9000-051","Não Fornecido","Não Fornecido","Não Fornecido","datamentors-unipessoal-lda"
"Domínio Urbano, Lda","517416093","StartUp","Active","UNI","1500.00€","23/01/2020","62010","Actividades de programação informática","Porto,Porto,Santa Maria de Belém","Edifício Starup, Parque Industrial Baía do Tejo, Rua 2, Edifício 23","2830-355","Não Fornecido","Não Fornecido","Não Fornecido","anagram-moment-unipessoal-lda"
"Planta Design, Unipessoal Lda","518239861","StartUp","Active","LDA","2000.00€","12/05/2024","62010","Actividades de programação informática","Coimbra,Coimbra,Santo António dos Olivais","Avenida Dom José I, Nº 63, 1º Esquerdo","2720-176","Não Fornecido","Não Fornecido","Não Fornecido","equivalence-world-lda"
"Kirigami Paper, Lda","517575833","StartUp","Active","UNI","1000.00€","30/11/2023","62010","Actividades de programação informática","Porto,Porto,São Julião","Rua de Godim, Nº 389","4300-240","Não Fornecido","Não Fornecido","Não Fornecido","okrasolar-solucoes-energeticas-unipessoal-lda"
"Wiimer - Serviços de Analítica Avançada, Unipessoal Lda","516802194","StartUp","Active","UNI","1500.00€","21/06/2021","62010","Actividades de programação informática","Lisboa,Lisboa,Vila Nova de Foz Côa","Startup Madeira Sala, Sala 10 - Campus da Penteada","9020-105","Não Fornecido","Não Fornecido","Não Fornecido","ethical-algorithm-lda"
"Ventures.eu, Unipessoal Lda","514378433","StartUp","Active","LDA","3000.00€","17/03/2025","62010","Actividades de programação informática","Lisboa,Oeiras,Penha de França","Rua do Comboio N.º 3 - 2.º","9050-053","Não Fornecido","Não Fornecido","Não Fornecido","ptnearsoft-lda-zona-franca-da-madeira"
"Embarknowledge, Lda","517401584","StartUp","Active","UNI","333.34€","17/03/2025","62010","Actividades de programação informática","Porto,Porto,Penha de França","Rua Fernanda Seno, Nº 6","7005-485","Não Fornecido","Não Fornecido","Não Fornecido","skillfull-systems-lda"
"Brand Delta Portugal, Unipessoal Lda","517427109","StartUp","Active","UNI","1500.00€","12/01/2018","62010","Actividades de programação informática","Lisboa,Lisboa,Fermelã","Avenida da Cal, Lote 125 - 1º A","4750-787","Não Fornecido","Não Fornecido","Não Fornecido","cryptomation-lda"
"Granter Portugal, Unipessoal Lda","517349035","StartUp","Active","LDA","50010.00€","29/09/2017","62010","Actividades de programação informática","Coimbra,Coimbra,Benfica","Avenida Batalha do Salado, N.º 346, R/C","7000-741","Não Fornecido","Não Fornecido","Não Fornecido","turnki-lda"
"Jsio, Lda","516564323","StartUp","Active","SA","50000.00€","28/10/2024","62010","Actividades de programação informática","Guarda,Gouveia,Benfica","Rua da Carvalha, N.º 570, Leiria","2400-441","Não Fornecido","Não Fornecido","Não Fornecido","mantis-ai-portugal-lda"
"Loop Os, S.a","516911015","StartUp","Active","SA","1000.00€","26/03/2025","62010","Actividades de programação informática","Guarda,Vila Nova de Foz Côa,São Gonçalo","Avenida Jacques Delors, Edifício Inovação II 421-411","2740-122","Não Fornecido","Não Fornecido","Não Fornecido","digital-thunder-unipessoal-lda"
"Loop Future - Desenvolvimento de Soluções Tecnológicas, S.a","515838748","StartUp","Active","LDA","500.00€","27/01/2023","62010","Actividades de programação informática","Lisboa,Lisboa,Santo António dos Olivais","Rua da Lionesa, Edifico Centro Empresarial da Lionesa, C27","4465-671","Não Fornecido","Não Fornecido","Não Fornecido","leaplane-lda"
"Ofir Labs, Lda","518051110","StartUp","Active","UNI","1000.00€","27/05/2022","62010","Actividades de programação informática","Lisboa,Lisboa,Santa Maria de Belém","Rua Alberto Dias Pereira, Lote 16, 1º Esquerdo / Posterior, Loreto","3025-283","Não Fornecido","Não Fornecido","Não Fornecido","quicktrend-unipessoal-lda"
"Epopeia Matinal - Unipessoal Lda","515402265","StartUp","Active","LDA","500.00€","18/02/2019","62010","Actividades de programação informática","Aveiro,Estarreja,Santa Maria de Belém","Rua de Fundões, Nº 151","3700-121","Não Fornecido","Não Fornecido","Não Fornecido","guripedil-unipessoal-lda"
"Asi - Agency For Sponsorship Intelligence, Lda","518505588","StartUp","Active","LDA","500.00€","19/10/2023","62010","Actividades de programação informática","Lisboa,Lisboa,São Martinho do Bispo","Rua Armando Maria Henriques Carvalho, 58","3270-215","Não Fornecido","Não Fornecido","Não Fornecido","q-liri-lda"
"Luz Eclética Lda","518404528","StartUp","Active","LDA","1000.00€","01/02/2019","62010","Actividades de programação informática","Lisboa,Lisboa,Sé","Rua Pedro Nunes, Santo Antonio dos Olivais","3030-199","Não Fornecido","Não Fornecido","Não Fornecido","pahilabs-lda"
"Luz Eclética Lda","517610833","StartUp","Active","LDA","15000.00€","17/06/2025","62010","Actividades de programação informática","Madeira,Funchal,São Roque","Rua dos Três Lagares, Antiga Praça Municipal do Fundão, Incubadora A Praça","6230-421","Não Fornecido","Não Fornecido","Não Fornecido","danyalgil-danyalgil-lda"
"Greener Act, Lda","517638657","StartUp","Active","UNI","500.00€","17/02/2023","62010","Actividades de programação informática","Coimbra,Coimbra,Senhora da Saúde","Avenida da Liberdade, Nº 318","4710-250","Não Fornecido","Não Fornecido","Não Fornecido","indx360-unipessoal-lda"
"Liminal - Martech Integrated Services, Unipessoal, Lda","518264157","StartUp","Active","LDA","1500.00€","11/05/2023","53200","Outras actividades postais e de courier","Lisboa,Lisboa,Ajuda","Avenida Dom João I, Nº 9, 3º Esqº","2780-065","Não Fornecido","Não Fornecido","Não Fornecido","raschgo-minve-unipessoal-lda"
"Tripnly, Lda","515836630","StartUp","Active","LDA","220.00€","28/02/2024","47990","Comércio a retalho por outros métodos, não efectuado em estabelecimentos, bancas, feiras ou unidades móveis de venda","Lisboa,Lisboa,São Jorge de Arroios","Avenida Tenente Valadim, Nº 17, 2º F","2560-275","Não Fornecido","Não Fornecido","Não Fornecido","for-the-love-of-good-lda"
"Partilhempatia Tecnologia Lda","513793704","StartUp","Active","UNI","400.00€","18/09/2019","30300","Fabricação de aeronaves, de veículos espaciais e equipamento relacionado","Coimbra,Coimbra,Lavradio","Sanjotec - Associação Cientifica Tecnológica, Rua de Fundões, Nº 151","3700-121","Não Fornecido","Não Fornecido","Não Fornecido","crsa-connect-robotics-sistemas-autonomos-lda"
"Rd2Buzz Europa Technologies, Unipessoal Lda","516110071","StartUp","Active","UNI","5000.00€","07/11/2024","01494","Outra produção animal, n.e.","Madeira,Funchal,Palmela","Urbanização Vilas da Mourã, N.º 8, Mourã","2410-325","Não Fornecido","Não Fornecido","Não Fornecido","the-cricket-farming-co-lda"
"Datamentors, Unipessoal Lda","517568136","StartUp","Active","LDA","1000.00€","21/06/2024","96022","Institutos de beleza","Madeira,Funchal,São Jorge de Arroios","Rua José Bracourt, Nº 3, 2º Esqº","3080-343","Não Fornecido","Não Fornecido","Não Fornecido","tirosac-consulting-technical-activities-lda"
"Intellibuild - Digitalização de Edifícios, Lda","516412949","StartUp","Active","LDA","88837.00€","13/03/2025","86906","Outras actividades de saúde humana, n.e.","Évora,Évora,Alcântara","Rua Dr.alfredo Rasteiro de Campos, Lote 2 Azinhaga Golegã","2150-003","Não Fornecido","Não Fornecido","Não Fornecido","mario-jesus-rodrigues-lda"
"Urola Lda","518460827","StartUp","Active","SA","50.00€","26/05/2023","86906","Outras actividades de saúde humana, n.e.","Lisboa,Lisboa,Celeirós","Rua Engenheiro Nuno Álvares Pereira, Nº 7","4710-915","Não Fornecido","Não Fornecido","Não Fornecido","mental-wellbeing-matters-lda"
"Bloqstrx, S.a","516507940","StartUp","Active","LDA","100.00€","13/09/2021","82110","Atividades combinadas de serviços administrativos","Lisboa,Lisboa,Campanhã","Rua Alexandre O'neill, 38, 4º Direito","4400-008","Não Fornecido","Não Fornecido","Não Fornecido","thiago-vieira-consulting-lda"
"Cortejo Magnata Lda","518248895","StartUp","Active","UNI","1000.00€","24/01/2017","82110","Atividades combinadas de serviços administrativos","Setúbal,Barreiro,Santo Estevão","Largo Hintze Ribeiro, Bloco 2, 1º Esq.","1250-122","Não Fornecido","Não Fornecido","Não Fornecido","alteroeu-unipessoal-lda"
"Anagram Moment Unipessoal Lda","516452525","StartUp","Active","UNI","2.00€","08/07/2022","80200","Actividades relacionadas com sistemas de segurança","Setúbal,Palmela,Paranhos","Rua da Ponte Pedrinha, Nº 36","4705-183","Não Fornecido","Não Fornecido","Não Fornecido","miguel-freitas-e-filho-domotica-e-eficiencia-energetica-lda"
"Bogdan-Cristian Tanase, Unipessoal Lda","515005096","StartUp","Active","LDA","100.00€","25/07/2018","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Lisboa,Lisboa,Senhora da Saúde","Hiese - Quinta Vale do Espinhal, Em 558-1, Vale do Espinhal, Penela","3230-343","Não Fornecido","Não Fornecido","Não Fornecido","science-351-disruptive-sustainable-r-d-innovations-lda"
"Mensagens Elípticas - Lda","515917915","StartUp","Active","LDA","100.00€","10/09/2024","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Lisboa,Lisboa,Montenegro","Centro Empresarial - Zona Industrial","6060-182","Não Fornecido","Não Fornecido","Não Fornecido","neroes-lda"
"Mercury Retrograde, Lda","515747181","StartUp","Active","LDA","1509.00€","05/01/2024","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Lisboa,Lisboa,Carnaxide","Rua Fernando Pessoa, N.º 31, 4.º N","3800-740","Não Fornecido","Não Fornecido","Não Fornecido","makeittech-lda"
"Lampsy Health, Lda","518159760","StartUp","Active","LDA","150.00€","10/04/2025","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Lisboa,Amadora,São Roque","Rua Serra do Marão, Nº 47","2925-767","Não Fornecido","Não Fornecido","Não Fornecido","pih-portugal-innovation-hub-lda"
"Equivalence World, Lda","517685450","StartUp","Active","UNI","5000.00€","01/10/2024","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Braga,Braga,Imaculado Coração Maria","Taguspark - Avenida Professor Doutor Cavaco Silva, Edifício Tecnologia 1.2, Nº 26","2740-257","Não Fornecido","Não Fornecido","Não Fornecido","fossa-systems-portugal-lda"
"Aug Labs Engineering, Unipessoal Lda","515040673","StartUp","Active","UNI","50000.00€","31/01/2022","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Porto,Porto,Parceiros","Rua Manuel Pinto de Azevedo 567, Armazém 1","4100-320","Não Fornecido","Não Fornecido","Não Fornecido","smartex-europe-unipessoal-lda"
"Okrasolar - Soluções Energéticas, Unipessoal Lda","517492571","StartUp","Active","SA","76233.36€","08/02/2024","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Lisboa,Lisboa,São Roque","Rua Fernando Namora 284 R/C B","2785-679","Não Fornecido","Não Fornecido","Não Fornecido","resulta-inspiracao-unipessoal-lda"
"Oddsgate, S.a","518382869","StartUp","Active","SA","5000.00€","15/11/2024","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Porto,Porto,Santa Maria do Castelo","Rua Carvalha, 570, Parceiros","2400-441","Não Fornecido","Não Fornecido","Não Fornecido","dimera-core-lda"
"Barkyn, S.a","517979799","StartUp","Active","LDA","8832.00€","03/05/2017","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Évora,Évora,Gualtar","Rua 5 de Outubro, Nº 2","7580-128","Não Fornecido","Não Fornecido","Não Fornecido","emissium-labs-unipessoal-lda"
"Pura Teoria Lda","518402533","StartUp","Active","LDA","1000.00€","27/03/2018","74900","Outras actividades de consultoria, científicas, técnicas e similares, n.e.","Faro,Faro,Santa Luzia","Rua de Manuel José dos Santos Leite, Nº 261, 3º Dtº","4470-795","Não Fornecido","Não Fornecido","Não Fornecido","susplustech-unipessoal-lda"
"Grand Carob, Lda","517866889","StartUp","Active","UNI","1000.00€","20/11/2024","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Lisboa,Oeiras,Alcântara","Rua João H. Ulrich 248 6º Esquerdo Senhora da Hora","4460-333","Não Fornecido","Não Fornecido","Não Fornecido","artifact-technologies-lda"
"Atpl, Unipessoal Lda","514396245","StartUp","Active","LDA","1000.00€","09/12/2022","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Madeira,Funchal,Marvila","Praça Conde de Agrolongo, Edifício Gnration, Nº 123","4700-312","Não Fornecido","Não Fornecido","Não Fornecido","besthealth4u-lda"
"Opvance, Lda","514736887","StartUp","Active","LDA","6000.00€","15/07/2023","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Madeira,Funchal,Barosa","Praça Conde de Agrolongo, Edifício Gnration, Nº 123","4700-314","Não Fornecido","Não Fornecido","Não Fornecido","rubynanomed-lda"
"Lx Launch, Lda","516076728","StartUp","Active","LDA","5000.00€","05/02/2024","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Leiria,Leiria,Parceiros","Brigantia Ecopark , Avenida Cidade de Leon, 506","5300-358","Não Fornecido","Não Fornecido","Não Fornecido","tree-flowers-solutions-s-a"
"Dimera Core, Lda","515825980","StartUp","Active","LDA","500.00€","05/02/2025","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Madeira,Funchal,Oeiras e São Julião Barra","Rua da Escola, N.º 74","4750-463","Não Fornecido","Não Fornecido","Não Fornecido","triple-idea-lda"
"Ethical Algorithm - Lda","515274003","StartUp","Active","UNI","5000.00€","13/05/2025","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Setúbal,Alcácer do Sal,Santo António dos Olivais","Via do Conhecimento, Edificio Central, Parque da Ciência e Inovação","3830-352","Não Fornecido","Não Fornecido","Não Fornecido","bus-terrace-technologies-s-a"
"Emissium Labs, Unipessoal Lda","515705233","StartUp","Active","LDA","5000.00€","20/09/2017","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Braga,Braga,Santo António dos Olivais","Universidade de Aveiro Incubator Pci - Creative Science Park, Via do Conhecimento, S/N","3830-352","Não Fornecido","Não Fornecido","Não Fornecido","psycomeasure-lda"
"Mental Wellbeing Matters, Lda","513601813","StartUp","Active","LDA","50000.00€","28/02/2023","72190","Outra investigação e desenvolvimento das ciências físicas e naturais","Madeira,Funchal,Ponte","Universidade de Aveiro Incubator, Pci Creative Science Park, Edifício Central, Via do Conhecimento","3830-352","Não Fornecido","Não Fornecido","Não Fornecido","ri-te-radiation-imaging-technologies-lda"
